stop_id;stop_name;stop_desc;stop_lat;stop_lon;field10;zone_id;stop_url;stop_code;location_type;parent_station;line_type;line_name
4035172;REPUBLIQUE - DEFORGES;FACE 91 AVENUE DE LA REPUBLIQUE - 92020;48.80383802353411;2.2978373453843948;48.8038380235, 2.29783734538;;;;0;;BUS;BUS N63
4035179;12 FEVRIER 1934;105 AV PIERRE BROSSOLETTE - 92049;48.81804172715945;2.3084287367027905;48.8180417272, 2.3084287367;;;;0;;BUS;BUS N63
4035207;CHATILLON - MONTROUGE-METRO;PISTE GARE ROUTIERE - 92020;48.81008571048087;2.301547557964941;48.8100857105, 2.30154755796;;;;0;;BUS;BUS N63
4035140;LE CLOS;BOULEVARD DU MARECHAL FOCH - 91645;48.74960192385004;2.2718632650940656;48.7496019239, 2.27186326509;;;;0;;BUS;BUS N63
4035145;FACULTE DE PHARMACIE;R JEAN-BAPTISTE CLEMENT - 92019;48.76216673156768;2.2707190396736405;48.7621667316, 2.27071903967;;;;0;;BUS;BUS N63
4035181;DEPINOY;33 AVENUE PIERRE BROSSOLETTE - 92049;48.82192559845797;2.3138301473556675;48.8219255985, 2.31383014736;;;;0;;BUS;BUS N63
4035185;PORTE DE VANVES;14-16 BOULEVARD BRUNE - 75114;48.827972305836155;2.305278713124616;48.8279723058, 2.30527871312;;;;0;;BUS;BUS N63
4035187;PLAISANCE;RUE VERCINGETORIX - 75114;48.83247649468218;2.310952879483488;48.8324764947, 2.31095287948;;;;0;;BUS;BUS N63
4035155;MARC SANGNIER;72 AVENUE ROGER SALENGRO - 92019;48.772487476260245;2.2752203757962026;48.7724874763, 2.2752203758;;;;0;;BUS;BUS N63
4035157;PROFESSEUR EINSTEIN;6 AVENUE ROGER SALENGRO - 92019;48.77558956855833;2.2776100717028207;48.7755895686, 2.2776100717;;;;0;;BUS;BUS N63
4035192;MONTPARNASSE 2 - GARE TGV;PLACE DES CINQ MARTYRS DU LYCEE BUFFON - 75115;48.838472494611395;2.3175805117777912;48.8384724946, 2.31758051178;;;;0;;BUS;BUS N63
4035153;JEAN JAURES;88 AVENUE ROGER SALENGRO - 92019;48.76995218908434;2.273972443056028;48.7699521891, 2.27397244306;;;;0;;BUS;BUS N63
4035122;PRESIDENT ALLENDE;AV DU PRESIDENT ALLENDE - 91377;48.73016943896663;2.257403975158294;48.730169439, 2.25740397516;;;;0;;BUS;BUS N63
4035169;CIMETIERE DE FONTENAY-AUX-ROSES;FACE 22 RUE JEANNE ET MAURICE DOLIVET - 92032;48.79473999766578;2.2913552016110916;48.7947399977, 2.29135520161;;;;0;;BUS;BUS N63
4035129;EMILE ZOLA;RUE THOMAS MAZARIK - 91377;48.736923548777085;2.263413419175482;48.7369235488, 2.26341341918;;;;0;;BUS;BUS N63
4035125;GEORGES MANDEL;53 BOULEVARD DU 1ER MAI - 91377;48.73430404493988;2.257370449190574;48.7343040449, 2.25737044919;;;;0;;BUS;BUS N63
4035160;CARREFOUR DES MOUILLEBOEUFS;FACE 84 AVENUE JEAN MOULIN - 92032;48.78369913443988;2.282605922851057;48.7836991344, 2.28260592285;;;;0;;BUS;BUS N63
4035347;RUE DES BOURETS - PONT DE SURESNES;FACE 13 BOULEVARD HENRI SELLIER - 92073;48.86767710841224;2.226812902957634;48.8676771084, 2.22681290296;;;;0;;BUS;BUS N53
4035306;JOLIOT-CURIE - COURBEVOIE;137 AV FREDERIC ET IRENE JOLIOT CURIE - 92050;48.89412144881431;2.212458704841192;48.8941214488, 2.21245870484;;;;0;;BUS;BUS N53
4035341;GARIBALDI;124 BOULEVARD HENRI SELLIER - 92073;48.8629681413496;2.2179279043632625;48.8629681413, 2.21792790436;;;;0;;BUS;BUS N53
4035344;SURESNES DE GAULLE;39 BOULEVARD HENRI SELLIER - 92073;48.86787309807707;2.2249597473026133;48.8678730981, 2.2249597473;;;;0;;BUS;BUS N53
4035335;PLACE JEAN JAURES;AVENUE JEAN JAURES - 92073;48.863444334879944;2.209140673533064;48.8634443349, 2.20914067353;;;;0;;BUS;BUS N53
4035339;VAL D'OR;20 BOULEVARD LOUIS LOUCHEUR - 92073;48.860042582683505;2.2133715937731506;48.8600425827, 2.21337159377;;;;0;;BUS;BUS N53
4035333;PLACE DE LA PAIX;AVENUE JEAN JAURES - 92073;48.86470678594787;2.2047784351182482;48.8647067859, 2.20477843512;;;;0;;BUS;BUS N53
4035331;LIEUTENANT-COLONEL DE MONTBRISON;122 AVENUE DU 18 JUIN 1940 - 92063;48.867126364695906;2.198614709336574;48.8671263647, 2.19861470934;;;;0;;BUS;BUS N53
4035328;PLACE BESCHE;77 BOULEVARD RICHELIEU - 92063;48.86917846645452;2.186280020575776;48.8691784665, 2.18628002058;;;;0;;BUS;BUS N53
4035322;HOPITAL STELL;FACE 46BIS BOULEVARD DE L'HOPITAL STELL - 92063;48.87641324112211;2.186258952314862;48.8764132411, 2.18625895231;;;;0;;BUS;BUS N53
4035299;SOUFFLOT;BOULEVARD DES PROVINCES FRANCAISES - 92050;48.89812239517774;2.2140575314032325;48.8981223952, 2.2140575314;;;;0;;BUS;BUS N53
4035364;BALZAC;FACE 19 AV DE FRIEDLAND - 75108;48.874625314112755;2.3018846069462118;48.8746253141, 2.30188460695;;;;0;;BUS;BUS N53
4035362;CHARLES DE GAULLE - ETOILE - FRIEDLAND;AVENUE DE FRIEDLAND - 75108;48.87401247719477;2.296557776569808;48.8740124772, 2.29655777657;;;;0;;BUS;BUS N53
4035316;BOULEVARD NATIONAL;10 AVENUE PAUL DOUMER - 92063;48.88387910264952;2.191415575852575;48.8838791026, 2.19141557585;;;;0;;BUS;BUS N53
4035313;PLACE DE LA BOULE - JOFFRE;8 AVENUE DU MARECHAL JOFFRE - 92050;48.886782393482804;2.199311678106991;48.8867823935, 2.19931167811;;;;0;;BUS;BUS N53
4035350;LA MUETTE - BOULAINVILLIERS;96-98 AVENUE PAUL DOUMER - 75116;48.85859000836875;2.2753353224511224;48.8585900084, 2.27533532245;;;;0;;BUS;BUS N53
4035074;PORTE DE THIAIS;ROUTE DE THIAIS - 94021;48.759647325903956;2.3655724136005585;48.7596473259, 2.3655724136;;;;0;;BUS;BUS N71
4035076;LE COR DE CHASSE;ROUTE DE THIAIS - 94073;48.759448634048056;2.3693244252130907;48.759448634, 2.36932442521;;;;0;;BUS;BUS N71
4035111;PONT DE CRETEIL;83 RUE DU PONT DE CRETEIL - 94068;48.80069437856847;2.4720301880146383;48.8006943786, 2.47203018801;;;;0;;BUS;BUS N71
4035099;POMPADOUR;0 AV DE LA POMPADOUR - 94028;48.773810015168586;2.4370125265769786;48.7738100152, 2.43701252658;;;;0;;BUS;BUS N71
4035098;POMPADOUR;0 AV DE LA POMPADOUR - 94028;48.77351349029003;2.436916768869354;48.7735134903, 2.43691676887;;;;0;;BUS;BUS N71
4035085;GEORGES HALGOULT;FACE 18 AVENUE GEORGES HALGOULT - 94073;48.76086560083233;2.3998325012648523;48.7608656008, 2.39983250126;;;;0;;BUS;BUS N71
4035082;CARREFOUR DE LA RESISTANCE;AVENUE DE VERSAILLES - 94073;48.757356640926375;2.388558772880809;48.7573566409, 2.38855877288;;;;0;;BUS;BUS N71
4035102;PREFECTURE DU VAL-DE-MARNE;ROUTE DE CHOISY - 94028;48.7834810306382;2.447286209016916;48.7834810306, 2.44728620902;;;;0;;BUS;BUS N71
4035106;CRETEIL - UNIVERSITE-METRO;ROUTE DE CHOISY - 94028;48.78993854813873;2.4523736723550376;48.7899385481, 2.45237367236;;;;0;;BUS;BUS N71
4035108;EGLISE DE CRETEIL;FACE 7 RUE DES MECHES - 94028;48.79336405322197;2.460244106822518;48.7933640532, 2.46024410682;;;;0;;BUS;BUS N71
4035897;CENTRE NATIONAL DE LA DANSE;61 RUE HOCHE - 93055;48.89549979635163;2.401058235497317;48.8954997964, 2.4010582355;;;;0;;BUS;BUS N41
4035925;VICTOR HUGO - JEAN MOULIN;242 AVENUE ARISTIDE BRIAND - 93057;48.910494778495185;2.5129187507167723;48.9104947785, 2.51291875072;;;;0;;BUS;BUS N41
4035893;DELIZY;AVENUE DU GENERAL LECLERC - 93055;48.898166318336614;2.4058460102302743;48.8981663183, 2.40584601023;;;;0;;BUS;BUS N41
4035914;CHATEAU LANDON;190 RUE DU FAUBOURG SAINT MARTIN - 75110;48.878600291799906;2.362394432036608;48.8786002918, 2.36239443204;;;;0;;BUS;BUS N41
4035919;BOBIGNY - PABLO PICASSO;PISTE GARE ROUTIERE - 93008;48.90687831499502;2.448802522093501;48.906878315, 2.44880252209;;;;0;;BUS;BUS N41
4035841;CHARLES DE GAULLE;FACE 69 AVENUE DU CONSUL GENERAL NORDLING - 93046;48.916863886008755;2.5320170898564878;48.916863886, 2.53201708986;;;;0;;BUS;BUS N41
4035842;CHARLES DE GAULLE;69 AVENUE DU CONSUL GENERAL NORDLING - 93046;48.91665674019552;2.53228902968875;48.9166567402, 2.53228902969;;;;0;;BUS;BUS N41
4035848;COLONEL FABIEN;34-36 ALLEE MONTHYON - 93057;48.913092748871314;2.5062055121705167;48.9130927489, 2.50620551217;;;;0;;BUS;BUS N41
4035903;PORTE DE PANTIN - METRO;FACE 208 AV JEAN JAURES - 75119;48.888620105775956;2.392041315664997;48.8886201058, 2.39204131566;;;;0;;BUS;BUS N41
4035832;LOUIS MENARD;FACE 38 AVENUE DE LIVRY - 93071;48.932807035186705;2.5372739629987113;48.9328070352, 2.537273963;;;;0;;BUS;BUS N41
4035834;MAUROUARD;68 AVENUE JEAN JACQUES ROUSSEAU - 93046;48.92941234089285;2.5411889686042435;48.9294123409, 2.5411889686;;;;0;;BUS;BUS N41
4035866;PONT DE BONDY;433-435 AV PAUL VAILLANT COUTURIER - 93008;48.90591449626338;2.468609312422108;48.9059144963, 2.46860931242;;;;0;;BUS;BUS N41
4035863;AUGUSTE POLISSARD;112 AVENUE DU GENERAL GALLIENI - 93010;48.90579255204801;2.480837851423006;48.905792552, 2.48083785142;;;;0;;BUS;BUS N41
4035855;LYCEE CLAUDE NICOLAS LEDOUX;BOULEVARD DE PARIS - 93057;48.914190276636816;2.4921511275425194;48.9141902766, 2.49215112754;;;;0;;BUS;BUS N41
4035852;ROBERT SCHUMAN;AVENUE DE ROME - 93057;48.91625909695897;2.4975843675207883;48.916259097, 2.49758436752;;;;0;;BUS;BUS N41
4035880;ESCADRILLE NORMANDIE NIEMEN - JEAN JAURES-TRAMWAY;FACE 230 AVENUE HENRI BARBUSSE - 93008;48.91235422836199;2.435397698576254;48.9123542284, 2.43539769858;;;;0;;BUS;BUS N41
4035886;HENRI GAUTIER;AVENUE HENRI BARBUSSE - 93008;48.90610924485547;2.422379868713123;48.9061092449, 2.42237986871;;;;0;;BUS;BUS N41
4035876;LIEUTENANT LEBRUN;AVENUE PAUL VAILLANT COUTURIER - 93008;48.911252186179276;2.4420083335197096;48.9112521862, 2.44200833352;;;;0;;BUS;BUS N41
4035878;ESCADRILLE NORMANDIE NIEMEN - PAUL VAILLANT COUTURIER-TRAMWAY;AVENUE PAUL VAILLANT COUTURIER - 93008;48.9126399743922;2.437607084711536;48.9126399744, 2.43760708471;;;;0;;BUS;BUS N41
4035962;REPUBLIQUE - GENERAL LECLERC;86 AVENUE DU GENERAL LECLERC - 94046;48.8054799076782;2.4411553902120193;48.8054799077, 2.44115539021;;;;0;;BUS;BUS N35
4035965;STADE-METRO;149-151 AVENUE DU GENERAL LECLERC - 94046;48.80885525788095;2.4353517068018586;48.8088552579, 2.4353517068;;;;0;;BUS;BUS N35
4035929;VIADUC;54 BOULEVARD ALBERT I - 94052;48.83419266634779;2.493273730815876;48.8341926663, 2.49327373082;;;;0;;BUS;BUS N35
4035995;PONT DE CHARENTON;FACE 5 QUAI DES CARRIERES - 94018;48.817747748459695;2.418655538596147;48.8177477485, 2.4186555386;;;;0;;BUS;BUS N35
4035998;LIBERATION - RABELAIS;28 RUE DE LA VARENNE - 94068;48.80729743888619;2.474646302705366;48.8072974389, 2.47464630271;;;;0;;BUS;BUS N35
4035951;HOPITAL INTERCOMMUNAL;AVENUE DE VERDUN - 94028;48.797556920987056;2.4644986828125046;48.797556921, 2.46449868281;;;;0;;BUS;BUS N35
4035993;CHARENTON - JARDINIERS;320 R DE CHARENTON - 75112;48.83346303611521;2.394964547608824;48.8334630361, 2.39496454761;;;;0;;BUS;BUS N35
4035988;GARE DE LYON;FACE 191 RUE DE BERCY - 75112;48.84255726778648;2.3756393529560387;48.8425572678, 2.37563935296;;;;0;;BUS;BUS N35
4035949;PONT DE CRETEIL;83 RUE DU PONT DE CRETEIL - 94068;48.80069437856847;2.4720301880146383;48.8006943786, 2.47203018801;;;;0;;BUS;BUS N35
4035945;SAINT-MAUR-CRETEIL RER;RUE DU PONT DE CRETEIL - 94068;48.806267769306274;2.4712010279344385;48.8062677693, 2.47120102793;;;;0;;BUS;BUS N35
4035942;MARINVILLE;15 BIS AVENUE GODEFROY CAVAIGNAC - 94068;48.80938195559762;2.475209736628708;48.8093819556, 2.47520973663;;;;0;;BUS;BUS N35
4035978;FELIX LANGLAIS;183 RUE DE PARIS - 94018;48.82916356574205;2.4015756371245263;48.8291635657, 2.40157563712;;;;0;;BUS;BUS N35
4035975;LIBERTE-METRO;130-132 RUE DE PARIS - 94018;48.82629371263003;2.4065541275110616;48.8262937126, 2.40655412751;;;;0;;BUS;BUS N35
4035935;LES MARRONNIERS;92 AVENUE DU GENERAL DE GAULLE - 94017;48.82241980871252;2.492530558978749;48.8224198087, 2.49253055898;;;;0;;BUS;BUS N35
4035933;GENERAL DE GAULLE - STALINGRAD;202 BOULEVARD DE STALINGRAD - 94017;48.82416747810293;2.4962653708220754;48.8241674781, 2.49626537082;;;;0;;BUS;BUS N35
4035970;ECOLE VETERINAIRE DE MAISONS-ALFORT-METRO;AVENUE DU GENERAL LECLERC - 94046;48.81460852240304;2.4222434153623795;48.8146085224, 2.42224341536;;;;0;;BUS;BUS N35
4045007;GARE MONTPARNASSE;PLACE RAOUL DAUTRY - 75115;48.84197813861022;2.3208743178925544;48.8419781386, 2.32087431789;;;;0;;BUS;BUS N01
4044992;SAINT-GILLES - CHEMIN VERT;57 BOULEVARD BEAUMARCHAIS - 75103;48.857119222872065;2.367941075905136;48.8571192229, 2.36794107591;;;;0;;BUS;BUS N01
4045028;ROCHECHOUART - MARTYRS;63 BOULEVARD ROCHECHOUART - 75109;48.88182933710138;2.340061788322775;48.8818293371, 2.34006178832;;;;0;;BUS;BUS N01
4044996;GARE DE LYON - DIDEROT;15-17 BOULEVARD DIDEROT - 75112;48.845677278703754;2.3712296777810264;48.8456772787, 2.37122967778;;;;0;;BUS;BUS N01
4044991;OBERKAMPF - FILLES DU CALVAIRE;11 BOULEVARD DES FILLES DU CALVAIRE - 75103;48.86191877949409;2.3668405747099737;48.8619187795, 2.36684057471;;;;0;;BUS;BUS N01
4045018;PALAIS DE LA DECOUVERTE;FACE 5 AVENUE F.D. ROOSEVELT - 75108;48.86528068781462;2.3103096124280733;48.8652806878, 2.31030961243;;;;0;;BUS;BUS N01
4045011;RENNES - D'ASSAS;97-99 RUE DE RENNES - 75106;48.84914202919279;2.3290293232080557;48.8491420292, 2.32902932321;;;;0;;BUS;BUS N01
4045012;MICHEL DEBRE;69 RUE DE RENNES - 75106;48.851308132416946;2.33101731159199;48.8513081324, 2.33101731159;;;;0;;BUS;BUS N01
4045032;MAGENTA - MAUBEUGE - GARE DU NORD;129 BOULEVARD DE MAGENTA - 75110;48.881298306982906;2.351194683424485;48.881298307, 2.35119468342;;;;0;;BUS;BUS N01
4037274;ROCHECHOUART - CLIGNANCOURT;44-46 BOULEVARD DE ROCHECHOUART - 75118;48.883392820071464;2.3461259504860354;48.8833928201, 2.34612595049;;;;0;;BUS;BUS N02
4037267;OBERKAMPF - FILLES DU CALVAIRE;20 BOULEVARD DES FILLES DU CALVAIRES - 75111;48.86270065196884;2.3669636161395187;48.862700652, 2.36696361614;;;;0;;BUS;BUS N02
4037279;PLACE DE CLICHY - CAULAINCOURT;132-134 BOULEVARD DE CLICHY - 75118;48.884489313247904;2.3290918524308766;48.8844893132, 2.32909185243;;;;0;;BUS;BUS N02
4037298;GARE MONTPARNASSE.;PLACE RAOUL DAUTRY - 75115;48.84236455733456;2.320547403174192;48.8423645573, 2.32054740317;;;;0;;BUS;BUS N02
4037294;RENNES - D'ASSAS;108 RUE DE RENNES - 75106;48.84884539413211;2.3283620850770324;48.8488453941, 2.32836208508;;;;0;;BUS;BUS N02
4037259;SAINT-MARCEL - LA PITIE;1 BOULEVARD SAINT MARCEL - 75113;48.83960417885431;2.361027586451779;48.8396041789, 2.36102758645;;;;0;;BUS;BUS N02
4037284;SAINT-AUGUSTIN;108 BOULEVARD HAUSSMANN - 75108;48.8745396296202;2.3213545246633993;48.8745396296, 2.32135452466;;;;0;;BUS;BUS N02
4037256;PORT ROYAL - BERTHOLLET;37 BOULEVARD DU PORT ROYAL - 75113;48.837593076985385;2.345137830029515;48.837593077, 2.34513783003;;;;0;;BUS;BUS N02
4037280;PLACE DE CLICHY;43-45 RUE DE SAINT PETERSBOURG - 75108;48.882853421273225;2.326393964275793;48.8828534213, 2.32639396428;;;;0;;BUS;BUS N02
4037197;CHATELET;FACE 15 AVENUE VICTORIA - 75104;48.85743715454544;2.349022638259724;48.8574371545, 2.34902263826;;;;0;;BUS;BUS N11
4037198;CHATELET;FACE 14 QUAI DE GESVRES - 75104;48.85667328964317;2.348327838799671;48.8566732896, 2.3483278388;;;;0;;BUS;BUS N11
4037248;TOURELLE-METRO;113-115 RUE DE PARIS - 94067;48.84614807226542;2.4194490589993007;48.8461480723, 2.419449059;;;;0;;BUS;BUS N11
4037194;RUE VIEILLE DU TEMPLE - MAIRIE DU 4E;32 RUE DE RIVOLI - 75104;48.856429630335704;2.3562410393380357;48.8564296303, 2.35624103934;;;;0;;BUS;BUS N11
3754561;RUE D'ABLON;AV DE L'EUROPE - 91027;48.719936829831965;2.409034166824077;48.7199368298, 2.40903416682;;;;0;;BUS;BUS 487
3754851;COTTAGE;FACE 3-5 R EDOUARD VAILLANT - 91027;48.70529428410643;2.3929346635286524;48.7052942841, 2.39293466353;;;;0;;BUS;BUS 487
3754856;DOCTEUR GUERIN;15 AVENUE DU 18 AVRIL - 91027;48.6998333295196;2.383450633883437;48.6998333295, 2.38345063388;;;;0;;BUS;BUS 487
3754551;PLACE DE L'EGLISE;6 PL DE L'EGLISE - 91027;48.708459854175295;2.3893661666025343;48.7084598542, 2.3893661666;;;;0;;BUS;BUS 487
3754557;ZA LES GUYARDS;R ROLAND GARROS - 91027;48.72145819936542;2.4050695313145227;48.7214581994, 2.40506953131;;;;0;;BUS;BUS 487
3754457;DELALANDE PASTEUR;PL DU 19 MARS 1962 - 91027;48.71283449721385;2.3952789181435468;48.7128344972, 2.39527891814;;;;0;;BUS;BUS 487
3754485;VOLTAIRE;24 RUE VOLTAIRE - 91326;48.6931833463181;2.379262913371422;48.6931833463, 2.37926291337;;;;0;;BUS;BUS 487
3754480;LYCEES PAGNOL ET MONNET;19 AVENUE DU 18 AVRIL - 91027;48.697470201935985;2.3811809353960895;48.6974702019, 2.3811809354;;;;0;;BUS;BUS 487
3754476;CITE MOZART;FACE 94BIS AVENUE DU 18 AVRIL - 91027;48.70193520296152;2.387023937759652;48.701935203, 2.38702393776;;;;0;;BUS;BUS 487
3754479;DOCTEUR GUERIN;62 AV DU 18 AVRIL - 91027;48.69986010393181;2.3839395041071296;48.6998601039, 2.38393950411;;;;0;;BUS;BUS 487
3754473;COTTAGE;FACE 6-8 R EDOUARD VAILLANT - 91027;48.705429206975865;2.3927311001074565;48.705429207, 2.39273110011;;;;0;;BUS;BUS 487
3754593;MUTUALITE;21-23 R HENRI BARBUSSE - 91027;48.69975715333585;2.369083941438401;48.6997571533, 2.36908394144;;;;0;;BUS;BUS 487
3754494;BELLE ETOILE;AVENUE FRANCOIS MITTERRAND - 91027;48.70669558500455;2.3716142255506654;48.706695585, 2.37161422555;;;;0;;BUS;BUS 487
3754595;TROIS ORMES;38-40 AV JULES VALLES - 91027;48.70026733469989;2.3763355321362187;48.7002673347, 2.37633553214;;;;0;;BUS;BUS 487
3754596;TROIS ORMES;33-35 AV JULES VALLES - 91027;48.700195590711736;2.375833049510462;48.7001955907, 2.37583304951;;;;0;;BUS;BUS 487
3754636;JUVISY RER;R DES GAULOIS - 91326;48.6905128741131;2.38162309074947;48.6905128741, 2.38162309075;;;;0;;BUS;BUS 487
3754630;DOCTEUR GUERIN;15 AVENUE DU 18 AVRIL - 91027;48.6998333295196;2.383450633883437;48.6998333295, 2.38345063388;;;;0;;BUS;BUS 487
3754500;PLACE HENRI DEUDON;PL HENRI DEUDON - 91027;48.70942281040112;2.386582910577231;48.7094228104, 2.38658291058;;;;0;;BUS;BUS 487
3754644;JARDINIERS;2 - 2 BIS R DES JARDINIERS - 91027;48.69936374014628;2.3600265498234116;48.6993637401, 2.36002654982;;;;0;;BUS;BUS 487
3754507;DAGOBERT;13-13 BIS R CAMILLE DESMOULINS - 91027;48.71875376176602;2.403164244222769;48.7187537618, 2.40316424422;;;;0;;BUS;BUS 487
3754508;RUE D'ABLON;50-52 R ROBERT SCHUMAN - 91027;48.71801458844084;2.4068852715655424;48.7180145884, 2.40688527157;;;;0;;BUS;BUS 487
3754651;CENTRE ADMINISTRATIF;1 AVENUE ARISTIDE BRIAND - 91027;48.70577377045702;2.3858868389948693;48.7057737705, 2.38588683899;;;;0;;BUS;BUS 487
3754663;JUVISY RER;FACE 43 R DES GAULOIS - 91326;48.6909622075468;2.38188143207025;48.6909622075, 2.38188143207;;;;0;;BUS;BUS 487
3754665;LA POSTE;R PAUL VAILLANT COUTURIER - 91027;48.70646575078744;2.3862134249681155;48.7064657508, 2.38621342497;;;;0;;BUS;BUS 487
3754660;LYCEES PAGNOL ET MONNET;32 AVENUE DU 18 AVRIL - 91027;48.69792836510713;2.3818602504159334;48.6979283651, 2.38186025042;;;;0;;BUS;BUS 487
3754534;PLACE DE MONS;85-87 R ROBERT SCHUMAN - 91027;48.715546205730526;2.4007559590311742;48.7155462057, 2.40075595903;;;;0;;BUS;BUS 487
3754607;CLOS NOLLET;FACE 31 AV HENRI DUNANT - 91027;48.71188345001286;2.3916242432252037;48.71188345, 2.39162424323;;;;0;;BUS;BUS 487
3754604;PLACE HENRI DEUDON;PL HENRI DEUDON - 91027;48.70942281040112;2.386582910577231;48.7094228104, 2.38658291058;;;;0;;BUS;BUS 487
3754543;BELLE ETOILE;FACE 103 BIS AV FRANCOIS MITTERRAND - 91027;48.70621033508068;2.371165741104789;48.7062103351, 2.3711657411;;;;0;;BUS;BUS 487
3754544;BELLE ETOILE;AVENUE FRANCOIS MITTERRAND - 91027;48.70669558500455;2.3716142255506654;48.706695585, 2.37161422555;;;;0;;BUS;BUS 487
3754614;CARON;20-22 R D'ABLON - 91027;48.719324672596194;2.410581915409454;48.7193246726, 2.41058191541;;;;0;;BUS;BUS 487
3754619;ATHIS-MONS RER;R EDOUARD VAILLANT - 91027;48.712273752921654;2.4019743716699535;48.7122737529, 2.40197437167;;;;0;;BUS;BUS 487
3754826;PLACE HENRI DEUDON;PL HENRI DEUDON - 91027;48.70942281040112;2.386582910577231;48.7094228104, 2.38658291058;;;;0;;BUS;BUS 487
3754510;CARON;20-22 R D'ABLON - 91027;48.719324672596194;2.410581915409454;48.7193246726, 2.41058191541;;;;0;;BUS;BUS 487
3754820;PANORAMA;190-192 AV JULES VALLES - 91027;48.705433130522586;2.383577831645951;48.7054331305, 2.38357783165;;;;0;;BUS;BUS 487
3754517;PROVENCE;93 R EDOUARD VAILLANT - 91027;48.70952445478713;2.399784314364405;48.7095244548, 2.39978431436;;;;0;;BUS;BUS 487
3754625;COTTAGE;FACE 6-8 R EDOUARD VAILLANT - 91027;48.705429206975865;2.3927311001074565;48.705429207, 2.39273110011;;;;0;;BUS;BUS 487
3754815;PYRAMIDE DE JUVISY;2 BIS AV JULES VALLES - 91027;48.698273120726405;2.372355488763076;48.6982731207, 2.37235548876;;;;0;;BUS;BUS 487
3754812;LES OISEAUX;107 R HENRI BARBUSSE - 91027;48.70094598553514;2.3586149901201714;48.7009459855, 2.35861499012;;;;0;;BUS;BUS 487
3754520;EDOUARD VAILLANT;R EDOUARD VAILLANT - 91027;48.70779081653778;2.397582085647555;48.7077908165, 2.39758208565;;;;0;;BUS;BUS 487
3754527;DOCTEUR GUERIN;62 AV DU 18 AVRIL - 91027;48.69986010393181;2.3839395041071296;48.6998601039, 2.38393950411;;;;0;;BUS;BUS 487
3754622;PROVENCE;R EDOUARD VAILLANT - 91027;48.709137986151156;2.3997159423132044;48.7091379862, 2.39971594231;;;;0;;BUS;BUS 487
3734429;PLACE LUCIEN BOILLEAU;7 R DE SAVIGNY - 91432;48.704678130475834;2.3354756517632396;48.7046781305, 2.33547565176;;;;0;;BUS;BUS 492
3734405;MAIRIE DE MORANGIS;21 AVENUE DU GENERAL WARABIOT - 91432;48.705900508222165;2.3331125782782025;48.7059005082, 2.33311257828;;;;0;;BUS;BUS 492
3734402;PLACE DE LA LIBERATION;36 AVENUE PIERRE BROSSOLETTE - 91161;48.70222308902357;2.3204430270852203;48.702223089, 2.32044302709;;;;0;;BUS;BUS 492
3734430;MAIRIE DE MORANGIS;10 AVENUE DU GENERAL WARABIOT - 91432;48.706152185727625;2.333098977547008;48.7061521857, 2.33309897755;;;;0;;BUS;BUS 492
3734410;LE MONTOIRE;2 AV FERDINAND DE LESSEPS - 91432;48.69586937522643;2.3368880668692618;48.6958693752, 2.33688806687;;;;0;;BUS;BUS 492
3734414;ALLEMANE - BOILEAU;AV JEAN ALLEMANE - 91589;48.684282962040825;2.342060223162806;48.684282962, 2.34206022316;;;;0;;BUS;BUS 492
3734416;CENTRE ADMINISTRATIF;41 AVENUE CHARLES DE GAULLE - 91589;48.67868278664472;2.34614534147295;48.6786827866, 2.34614534147;;;;0;;BUS;BUS 492
3734467;PERE COINDREAU;33-35 AVENUE DU GENERAL FRIANT - 91589;48.68961319475132;2.331864845590076;48.6896131948, 2.33186484559;;;;0;;BUS;BUS 499
3734523;JUVISY RER;FACE 43 R DES GAULOIS - 91326;48.6909622075468;2.38188143207025;48.6909622075, 2.38188143207;;;;0;;BUS;BUS 499
3734498;MARCHE DE SAVIGNY-SUR-ORGE;80 BD ARISTIDE BRIAND - 91589;48.68673587671857;2.353273929477104;48.6867358767, 2.35327392948;;;;0;;BUS;BUS 499
3734518;MAIRIE DE JUVISY;AVENUE DE LA COUR DE FRANCE - 91326;48.69169394733719;2.3707489718944226;48.6916939473, 2.37074897189;;;;0;;BUS;BUS 499
3734490;CENTRE ADMINISTRATIF;FACE 53 AVENUE CHARLES DE GAULLE - 91589;48.679662646151584;2.344801703087946;48.6796626462, 2.34480170309;;;;0;;BUS;BUS 499
3734516;ECOLE JEAN JAURES;FACE 7 R PETIT - 91326;48.69339334458766;2.368727036408764;48.6933933446, 2.36872703641;;;;0;;BUS;BUS 499
3734488;GARE DE SAVIGNY-SUR-ORGE RER;4 RUE CHAMBERLIN - 91589;48.675743093165366;2.350352399163264;48.6757430932, 2.35035239916;;;;0;;BUS;BUS 499
3734507;CITE DES TILLEULS;141 AVENUE GABRIEL PERI - 91589;48.69280395690969;2.3458762106978717;48.6928039569, 2.3458762107;;;;0;;BUS;BUS 499
3734481;UTRILLO;AV HENRI OUZILLEAU - 91589;48.6740359505754;2.3388290621585237;48.6740359506, 2.33882906216;;;;0;;BUS;BUS 499
3734501;ARISTIDE BRIAND - CHAMPAGNE;9 AVENUE GABRIEL PERI - 91589;48.687975721927096;2.3571434612118063;48.6879757219, 2.35714346121;;;;0;;BUS;BUS 499
